I,K, step, gamma, instance, so_assignment, so_misplace, so_obj, best_assign, worst_assign, best_misplace, worst_misplace, best, worst, time_best, time_worst, worst_lb, worst_ub, gap, time_bound, ue_assign, ue_misplace,POA_assign,POA_misplace
20,4,40,40,2,164236,578,187356,164236,182355,578,1443,187356,238432,6417,32542,238432,240075,0.00689085,875,180712,1443,1.100319053,2.496539792
20,4,40,40,3,213935,578,237055,213935,232426,578,1443,237055,288799,6333,32667,288799,290146,0.00466414,750,231079,1443,1.08013649,2.496539792
20,4,40,40,4,196042,578,219162,196042,215373,578,1443,219162,272455,7000,32208,272455,273093,0.00234167,750,214735,1443,1.095352016,2.496539792
20,4,40,40,5,211732,578,234852,211732,230466,578,1443,234852,287649,6542,31042,287649,288186,0.00186686,791,229929,1443,1.085943551,2.496539792
20,4,40,40,6,219771,578,242891,219771,239517,578,1443,242891,295880,6292,33334,295880,297237,0.00458632,833,238160,1443,1.08367346,2.496539792
20,4,40,40,7,207491,578,230611,207491,226920,578,1443,230611,282720,6250,31750,282720,284640,0.00679117,583,225000,1443,1.084384383,2.496539792
20,4,40,40,8,217782,578,240902,217782,236396,578,1443,240902,291912,6416,34041,291912,294116,0.00755022,1000,234192,1443,1.07535058,2.496539792
20,4,40,40,9,188075,578,211195,188075,207382,578,1443,211195,264560,6459,31042,264560,265102,0.00204868,833,206840,1443,1.099774026,2.496539792
20,4,40,40,10,196724,578,219844,196724,212968,578,1443,219844,269725,6292,28417,269725,270688,0.0035703,667,212005,1443,1.077677355,2.496539792
20,4,40,45,1,192356,578,218366,192356,211092,578,1443,218366,275486,6375,32667,275486,276027,0.0019638,834,210551,1443,1.094590239,2.496539792
20,4,40,45,2,189730,578,215740,189730,209933,578,1443,215740,274190,6375,31291,274190,274868,0.00247274,875,209255,1443,1.102909398,2.496539792
20,4,40,45,3,190662,578,216672,190662,212475,578,1443,216672,276001,6416,33375,276001,277410,0.00510505,833,211066,1443,1.107016605,2.496539792
20,4,40,45,4,199557,578,225567,199557,218254,578,1443,225567,281347,6208,32416,281347,283189,0.00654708,584,216412,1443,1.084462084,2.496539792
20,4,40,45,5,195106,578,221116,195106,217140,578,1443,221116,281072,6500,32209,281072,282075,0.00356848,666,216137,1443,1.107792687,2.496539792
20,4,40,45,6,189435,578,215445,189435,210848,578,1443,215445,274852,6459,34625,274852,275783,0.00338728,833,209917,1443,1.108121519,2.496539792
20,4,40,45,7,166661,578,192671,166661,186767,578,1443,192671,250912,6500,32459,250912,251702,0.00314851,750,185977,1443,1.115899941,2.496539792
20,4,40,45,8,175457,578,201467,175457,190381,578,1443,201467,254430,6375,32750,254430,255316,0.00348229,708,189495,1443,1.080008207,2.496539792
20,4,40,45,9,164007,578,190017,164007,184421,578,1443,190017,249049,6458,34875,249049,249356,0.00123269,1041,184114,1443,1.122598426,2.496539792
20,4,40,45,10,179850,578,205860,179850,198355,578,1443,205860,261082,6250,31541,261082,263290,0.00845711,583,196147,1443,1.090614401,2.496539792
20,4,40,50,1,212559,578,241459,212559,233836,578,1443,241459,304190,6459,32334,304190,305986,0.0059042,708,232040,1443,1.091649848,2.496539792
20,4,40,50,2,155000,578,183900,155000,173436,578,1443,183900,244676,6500,33583,244676,245586,0.0037192,791,172526,1443,1.113070968,2.496539792
20,4,40,50,3,218605,578,247505,218605,235916,578,1443,247505,305719,6333,31583,305719,308066,0.00767698,625,233569,1443,1.068452231,2.496539792
20,4,40,50,4,178783,578,207683,178783,199076,578,1443,207683,270100,6083,30458,270100,271226,0.00416883,917,197950,1443,1.10720818,2.496539792
20,4,40,50,5,201438,578,230338,201438,221390,578,1443,230338,291620,5833,27875,291620,293540,0.00658391,750,219470,1443,1.089516377,2.496539792
20,4,40,50,6,145463,578,174363,145463,165256,578,1443,174363,237086,6458,32666,237086,237406,0.00134972,792,164936,1443,1.133869094,2.496539792
20,4,40,50,7,211408,578,240308,211408,232209,578,1443,240308,300729,7250,37792,300729,304359,0.0120707,792,228579,1443,1.081222092,2.496539792
20,4,40,50,8,203038,578,231938,203038,221992,578,1443,231938,293854,6708,34041,293854,294142,0.000980079,917,221704,1443,1.09193353,2.496539792
20,4,40,50,9,162001,578,190901,162001,183360,578,1443,190901,255101,6584,30750,255101,255510,0.00160329,959,182951,1443,1.129320189,2.496539792
20,4,40,50,10,192735,578,221635,192735,209423,578,1443,221635,279697,6333,31208,279697,281573,0.00670726,833,207547,1443,1.076851636,2.496539792
20,4,50,0,1,208816,3180,208816,209132,234955,578,1443,209132,234955,6667,33208,233379,234955,0.00675296,834,234955,738,1.125177189,1.276816609
20,4,50,0,2,227574,2812,227574,228024,253656,578,1443,228024,253656,6416,31667,252084,253656,0.00623602,667,253656,996,1.114608874,1.723183391
20,4,50,0,3,170807,2972,170807,172288,194257,578,1443,172288,194257,6417,30542,192605,194257,0.00857714,583,194257,812,1.137289455,1.404844291
20,4,50,0,4,227977,2832,227977,228226,254272,578,1443,228226,254272,6459,30541,251969,254272,0.00914001,666,254272,738,1.115340583,1.276816609
20,4,50,0,5,182771,3427,182771,183712,208022,578,1443,183712,208022,6542,32709,205627,208022,0.0116473,875,208022,738,1.138156491,1.276816609
20,4,50,0,6,194468,3161,194468,195846,221767,578,1443,195846,221767,5250,25333,219345,221767,0.011042,875,221767,738,1.140377851,1.276816609
20,4,50,0,7,170248,3186,170248,171482,196016,578,1443,171482,196016,6083,30667,193454,196016,0.0132435,708,196016,578,1.151355669,1
20,4,50,0,8,187387,3022,187387,187879,214177,578,1443,187879,214177,6459,31208,212806,214177,0.00644249,791,214177,738,1.142966161,1.276816609
20,4,50,0,9,178632,3156,178632,178908,206202,578,1443,178908,206202,5333,24958,205624,206202,0.00281096,542,206202,996,1.154339648,1.723183391
20,4,50,0,10,179603,3006,179603,181260,205353,578,1443,181260,205353,6625,28375,202372,205353,0.0147303,958,205353,996,1.14337177,1.723183391
20,4,50,5,1,161916,656,165196,162462,186008,578,1443,165352,192623,6125,33208,192623,193223,0.00311489,833,185408,1443,1.145087576,2.496539792
20,4,50,5,2,204111,578,207001,204111,230779,578,1443,207001,237164,6500,31666,237164,237994,0.00349969,667,229949,1443,1.126587984,2.496539792
20,4,50,5,3,198561,578,201451,198561,221905,578,1443,201451,226929,5541,26708,226929,229120,0.009655,625,219714,1443,1.106531494,2.496539792
20,4,50,5,4,184141,667,187476,185089,209653,578,1443,187979,215922,5291,27750,215922,216868,0.00438121,541,208707,1443,1.133408638,2.496539792
20,4,50,5,5,205262,676,208642,206415,230985,578,1443,209305,235965,6500,25958,234721,238200,0.0148219,625,230985,996,1.125317886,1.723183391
20,4,50,5,6,183038,594,186008,183118,207787,578,1443,186008,214316,6250,32875,214316,215002,0.00320088,792,207101,1443,1.131464505,2.496539792
20,4,50,5,7,140889,648,144129,141379,160151,578,1443,144269,165805,6500,33750,165805,167366,0.00941467,834,158590,1443,1.125637914,2.496539792
20,4,50,5,8,196073,654,199343,197289,216311,578,1443,200179,221291,6292,33209,220783,223526,0.012424,583,216311,996,1.103216659,1.723183391
20,4,50,5,9,189883,650,193133,190315,211563,578,1443,193205,217974,6125,31792,217974,218778,0.00368851,583,210759,1443,1.109941385,2.496539792
20,4,50,5,10,180121,646,183351,181159,199072,578,1443,184049,205400,5000,25625,205400,206287,0.0043184,625,198185,1443,1.10028814,2.496539792
20,4,50,10,1,205441,578,211221,205441,231178,578,1443,211221,244752,6417,31167,244752,245608,0.00349742,958,230322,1443,1.121110197,2.496539792
20,4,50,10,2,181914,578,187694,181914,209926,578,1443,187694,223541,6208,32792,223541,224356,0.00364586,833,209111,1443,1.149504711,2.496539792
20,4,50,10,3,209638,578,215418,209638,233799,578,1443,215418,247054,5416,28958,247054,248229,0.00475605,667,232624,1443,1.109646152,2.496539792
20,4,50,10,4,130983,651,137493,132658,155703,578,1443,138438,169706,6292,34792,169706,170133,0.00251612,625,155276,1443,1.185466816,2.496539792
20,4,50,10,5,176773,645,183223,178314,202875,578,1443,184094,215714,6125,32291,215714,217305,0.00737551,916,201284,1443,1.138658053,2.496539792
20,4,50,10,6,193872,578,199652,193872,218856,578,1443,199652,230281,6584,32041,230281,233286,0.0130493,584,215851,1443,1.113368614,2.496539792
20,4,50,10,7,201721,643,208151,202566,226284,578,1443,208346,239443,6417,33375,239443,240714,0.00530815,792,225013,1443,1.115466412,2.496539792
20,4,50,10,8,167018,578,172798,167018,193007,578,1443,172798,206472,6459,32625,206472,207437,0.00467376,667,192042,1443,1.149828162,2.496539792
20,4,50,10,9,189007,598,194987,189227,215906,578,1443,195007,229165,6166,31541,229165,230336,0.00510986,750,214735,1443,1.136121943,2.496539792
20,4,50,10,10,160170,666,166830,161514,189021,578,1443,167294,202406,6167,31292,202406,203451,0.00516289,708,187976,1443,1.173603047,2.496539792
20,4,50,15,1,193702,578,202372,193702,219565,578,1443,202372,239367,5125,26750,239367,241210,0.00769947,875,217722,1443,1.124004915,2.496539792
20,4,50,15,2,165149,578,173819,165149,191708,578,1443,173819,212005,6541,31750,212005,213353,0.00635834,667,190360,1443,1.152656086,2.496539792
20,4,50,15,3,191807,578,200477,191807,216440,578,1443,200477,235812,6500,32542,235812,238085,0.00963903,791,214167,1443,1.116575516,2.496539792
20,4,50,15,4,144090,591,152955,144324,169140,578,1443,152994,189720,6750,29458,189720,190785,0.00561354,666,168075,1443,1.166458463,2.496539792
20,4,50,15,5,144193,587,152998,144382,170072,578,1443,153052,190105,6416,32708,190105,191717,0.00847952,834,168460,1443,1.168295271,2.496539792
20,4,50,15,6,196057,578,204727,196057,221654,578,1443,204727,239863,6250,31875,239863,243299,0.0143248,750,218218,1443,1.113033455,2.496539792
20,4,50,15,7,138505,578,147175,138505,165136,578,1443,147175,185743,6750,27500,185743,186781,0.00558837,1041,164098,1443,1.184780333,2.496539792
20,4,50,15,8,190191,578,198861,190191,215662,578,1443,198861,236021,6458,32500,236021,237307,0.00544867,709,214376,1443,1.127161643,2.496539792
20,4,50,15,9,193119,657,202974,194304,214924,578,1443,202974,235440,6542,30625,235440,236569,0.00479528,833,213795,1443,1.10706352,2.496539792
20,4,50,15,10,164115,578,172785,164115,189972,578,1443,172785,209483,6500,32333,209483,211617,0.010187,667,187838,1443,1.144551077,2.496539792
20,4,50,20,1,181923,578,193483,181923,203658,578,1443,193483,230202,6458,33458,230202,232518,0.0100607,1000,201342,1443,1.106742963,2.496539792
20,4,50,20,2,188158,578,199718,188158,211906,578,1443,199718,237941,6416,34000,237941,240766,0.0118727,875,209081,1443,1.111199099,2.496539792
20,4,50,20,3,215981,578,227541,215981,236348,578,1443,227541,264131,6333,32125,264131,265208,0.00407752,666,235271,1443,1.089313412,2.496539792
20,4,50,20,4,172539,578,184099,172539,198801,578,1443,184099,225779,6792,32750,225779,227661,0.00833558,625,196919,1443,1.141301387,2.496539792
20,4,50,20,5,199575,578,211135,199575,223022,578,1443,211135,250758,6375,31791,250758,251882,0.00448241,875,221898,1443,1.111852687,2.496539792
20,4,50,20,6,203600,578,215160,203600,228421,578,1443,215160,256161,6791,32875,256161,257281,0.00437225,625,227301,1443,1.116409627,2.496539792
20,4,50,20,7,164716,578,176276,164716,187547,578,1443,176276,214321,6542,31125,214321,216407,0.00973306,875,185461,1443,1.125944049,2.496539792
20,4,50,20,8,145366,578,156926,145366,171340,578,1443,156926,198547,6458,31666,198547,200200,0.00832548,667,169687,1443,1.167308724,2.496539792
20,4,50,20,9,152769,578,164329,152769,176461,578,1443,164329,204378,6208,32125,204378,205321,0.004614,750,175518,1443,1.148911101,2.496539792
20,4,50,20,10,205885,578,217445,205885,227984,578,1443,217445,256086,5542,26459,256086,256844,0.00295994,750,227226,1443,1.103654953,2.496539792
20,4,50,25,1,161229,578,175679,161229,183009,578,1443,175679,218055,6125,34209,218055,219084,0.00471899,834,181980,1443,1.128705134,2.496539792
20,4,50,25,2,171381,578,185831,171381,197545,578,1443,185831,232282,6625,30500,232282,233620,0.00576024,916,196207,1443,1.144858532,2.496539792
20,4,50,25,3,156350,578,170800,156350,183912,578,1443,170800,218831,6709,33000,218831,219987,0.00528262,708,182756,1443,1.16889031,2.496539792
20,4,50,25,4,166976,578,181426,166976,194389,578,1443,181426,229516,6708,26458,229516,230464,0.00413043,584,193441,1443,1.158495832,2.496539792
20,4,50,25,5,197143,578,211593,197143,223429,578,1443,211593,258431,6666,34583,258431,259504,0.00415198,958,222356,1443,1.127891936,2.496539792
20,4,50,25,6,193863,578,208313,193863,219090,578,1443,208313,251250,6417,30959,251250,255165,0.0155821,708,215175,1443,1.109933303,2.496539792
20,4,50,25,7,176392,578,190842,176392,199189,578,1443,190842,232776,6500,32709,232776,235264,0.0106884,875,196701,1443,1.115135607,2.496539792
20,4,50,25,8,154825,589,169550,155100,179383,578,1443,169550,212941,6167,31750,212941,215458,0.0118202,833,176866,1443,1.14236073,2.496539792
20,4,50,25,9,216858,578,231308,216858,240110,578,1443,231308,274223,6750,27958,274223,276185,0.00715476,709,238148,1443,1.098174843,2.496539792
20,4,50,25,10,190821,578,205271,190821,219121,578,1443,205271,254765,6208,31792,254765,255196,0.00169176,667,218690,1443,1.146047867,2.496539792
20,4,50,30,1,180188,578,197528,180188,200219,578,1443,197528,242154,6166,32916,242154,243509,0.00559561,958,198864,1443,1.103647302,2.496539792
20,4,50,30,2,156852,578,174192,156852,180349,578,1443,174192,222207,6334,31416,222207,223639,0.00644444,834,178917,1443,1.140674011,2.496539792
20,4,50,30,3,210429,578,227769,210429,237738,578,1443,227769,278150,4917,24875,278150,281028,0.0103469,667,234860,1443,1.116100918,2.496539792
20,4,50,30,4,213872,578,231212,213872,238656,578,1443,231212,280642,6583,31833,280642,281946,0.00464649,708,237352,1443,1.109785292,2.496539792
20,4,50,30,5,181343,578,198683,181343,207776,578,1443,198683,250696,6542,28667,250696,251066,0.00147589,750,207406,1443,1.143722118,2.496539792
20,4,50,30,6,199162,578,216502,199162,220885,578,1443,216502,262365,6125,31708,262365,264175,0.00689879,833,219075,1443,1.099983933,2.496539792
20,4,50,30,7,184131,578,201471,184131,206204,578,1443,201471,248834,6291,32917,248834,249494,0.00265237,750,205544,1443,1.116292205,2.496539792
20,4,50,30,8,191061,578,208401,191061,216990,578,1443,208401,259340,6417,32125,259340,260280,0.00362459,708,216050,1443,1.13079069,2.496539792
20,4,50,30,9,182385,578,199725,182385,209681,578,1443,199725,250573,6250,31875,250573,252971,0.00957007,791,207283,1443,1.136513419,2.496539792
20,4,50,30,10,185887,578,203227,185887,210565,578,1443,203227,251910,6250,32083,251910,253855,0.00772101,667,208620,1443,1.122294727,2.496539792
20,4,50,35,1,225306,578,245536,225306,249993,578,1443,245536,297982,6292,32500,297982,300498,0.00844346,916,247477,1443,1.098403948,2.496539792
20,4,50,35,2,193025,578,213255,193025,219196,578,1443,213255,267445,6292,26667,267445,269701,0.00843538,625,216940,1443,1.123895868,2.496539792
20,4,50,35,3,206841,578,227071,206841,229790,578,1443,227071,277607,6667,27542,277607,280295,0.00968275,792,227102,1443,1.097954467,2.496539792
20,4,50,35,4,200291,578,220521,200291,222381,578,1443,220521,270640,6708,33500,270640,272886,0.00829885,792,220135,1443,1.099075845,2.496539792
20,4,50,35,5,129056,662,152226,132230,153916,578,1443,152460,203504,5250,26125,203504,204421,0.00450605,708,152999,1443,1.185524114,2.496539792
20,4,50,35,6,193428,578,213658,193428,215717,578,1443,213658,264769,6375,31250,264769,266222,0.0054878,583,214264,1443,1.107719668,2.496539792
20,4,50,35,7,190087,578,210317,190087,215008,578,1443,210317,263947,6167,32125,263947,265513,0.00593301,750,213442,1443,1.122864793,2.496539792
20,4,50,35,8,187447,578,207677,187447,212153,578,1443,207677,261262,6167,32208,261262,262658,0.0053433,917,210757,1443,1.124355151,2.496539792
20,4,50,35,9,190780,578,211010,190780,218290,578,1443,211010,266844,6291,34209,266844,268795,0.00731139,1125,216339,1443,1.133971066,2.496539792
20,4,50,35,10,172737,578,192967,172737,199652,578,1443,192967,248387,6500,31542,248387,250157,0.00712598,709,197882,1443,1.145568118,2.496539792
20,4,50,40,1,178968,578,202088,178968,205375,578,1443,202088,262249,6458,32833,262249,263095,0.00322594,917,204529,1443,1.142824416,2.496539792
20,4,50,40,2,191788,578,214908,191788,219631,578,1443,214908,277177,6792,30750,277177,277351,0.000627758,708,219457,1443,1.144268672,2.496539792
20,4,50,40,3,172301,578,195421,172301,199878,578,1443,195421,256020,6125,31542,256020,257598,0.00616358,667,198300,1443,1.150892914,2.496539792
20,4,50,40,4,186926,578,210046,186926,210237,578,1443,210046,266079,5917,32542,266079,267957,0.00705805,1167,208359,1443,1.114660347,2.496539792
20,4,50,40,5,191848,578,214968,191848,212360,578,1443,214968,268025,6291,31834,268025,270080,0.0076672,542,210305,1443,1.096206372,2.496539792
20,4,50,40,6,213382,578,236502,213382,234710,578,1443,236502,289912,6708,27042,289912,292430,0.00868539,625,232192,1443,1.088151765,2.496539792
20,4,50,40,7,232945,578,256065,232945,258113,578,1443,256065,312654,6500,32000,312654,315833,0.0101678,666,254934,1443,1.094395673,2.496539792
20,4,50,40,8,196812,578,219932,196812,218378,578,1443,219932,274444,6166,33125,274444,276098,0.00602673,1042,216724,1443,1.101172693,2.496539792
20,4,50,40,9,130116,578,153236,130116,153535,578,1443,153236,210941,5291,26167,210941,211255,0.00148857,750,153221,1443,1.17757232,2.496539792
20,4,50,40,10,140693,578,163813,140693,163852,578,1443,163813,220823,6167,31834,220823,221572,0.00339186,708,163103,1443,1.159282978,2.496539792
20,4,50,45,1,143829,578,169839,143829,165709,578,1443,169839,229982,6208,30916,229982,230644,0.00287849,583,165047,1443,1.147522405,2.496539792
20,4,50,45,2,201057,578,227067,201057,225001,578,1443,227067,288362,5000,25416,288362,289936,0.00545842,667,223427,1443,1.11126198,2.496539792
20,4,50,45,3,172958,578,198968,172958,200805,578,1443,198968,264792,6708,31916,264792,265740,0.00358017,750,199857,1443,1.155523306,2.496539792
20,4,50,45,4,191183,578,217193,191183,217585,578,1443,217193,279675,6584,31042,279675,282520,0.0101725,833,214740,1443,1.123217022,2.496539792
20,4,50,45,5,172988,578,198998,172988,196513,578,1443,198998,259408,4916,25875,259408,261448,0.00786406,584,194473,1443,1.124199366,2.496539792
20,4,50,45,6,193405,578,219415,193405,220669,578,1443,219415,285360,6250,31584,285360,285604,0.00085506,625,220425,1443,1.139706833,2.496539792
20,4,50,45,7,213533,578,239543,213533,236236,578,1443,239543,299505,6542,32208,299505,301171,0.00556251,708,234570,1443,1.09851873,2.496539792
20,4,50,45,8,181535,578,207545,181535,206885,578,1443,207545,270345,6625,32333,270345,271820,0.00545599,958,205410,1443,1.131517338,2.496539792
20,4,50,45,9,195566,578,221576,195566,220575,578,1443,221576,283647,6375,31125,283647,285510,0.00656802,583,218712,1443,1.118353906,2.496539792
20,4,50,45,10,258168,578,284178,258168,282240,578,1443,284178,342794,5583,28167,342794,347175,0.0127803,666,277859,1443,1.07627204,2.496539792
20,4,50,50,1,176431,578,205331,176431,203074,578,1443,205331,274723,5750,26042,274723,275224,0.00182366,833,202573,1443,1.14817124,2.496539792
20,4,50,50,2,213468,578,242368,213468,238152,578,1443,242368,306795,5333,27958,306795,310302,0.0114311,750,234645,1443,1.099204565,2.496539792
20,4,50,50,3,201019,578,229919,201019,227435,578,1443,229919,296209,5917,48833,296209,299585,0.0113974,875,224059,1443,1.114616031,2.496539792
20,4,50,50,4,151969,578,180869,151969,174943,578,1443,180869,246431,6625,31583,246431,247093,0.00268635,917,174281,1443,1.146819417,2.496539792
20,4,50,50,5,173768,578,202668,173768,199111,578,1443,202668,269648,6583,32542,269648,271261,0.00598187,666,197498,1443,1.136561392,2.496539792
20,4,50,50,6,231761,578,260661,231761,254408,578,1443,260661,325514,6667,31875,325514,326558,0.00320724,625,253364,1443,1.093212404,2.496539792
20,4,50,50,7,219894,578,248794,219894,243516,578,1443,248794,314918,6584,36583,314918,315666,0.00237522,1125,242768,1443,1.104022847,2.496539792
20,4,50,50,8,141799,578,170699,141799,162646,578,1443,170699,233977,6750,31375,233977,234796,0.00350034,750,161827,1443,1.141242181,2.496539792
20,4,50,50,9,148538,578,177438,148538,173095,578,1443,177438,243905,5333,26500,243905,245245,0.00549394,583,171755,1443,1.156303438,2.496539792
20,4,50,50,10,223530,578,252430,223530,246052,578,1443,252430,316567,6583,32375,316567,318202,0.00516478,583,244417,1443,1.093441596,2.496539792